Hour_of_Year,Tier_A_MW,Tier_B1_MW,Tier_B2_MW,Tier_C_MW,Total_Hardware_Used_MW,Curtailment_MW
460,8.0,0.0,29.0,18.09435675402247,55.09435675402247,0.0
461,8.0,0.0,29.0,17.33886318768814,54.33886318768814,0.0
462,8.0,0.0,29.0,12.061096138409646,49.061096138409646,0.0
463,8.0,0.0,29.0,11.431663525414628,48.43166352541463,0.0
464,8.0,0.0,29.0,10.189887564512468,47.18988756451247,0.0
465,8.0,0.0,29.0,6.351600756362025,43.351600756362025,0.0
466,8.0,0.0,29.0,15.268324798926372,52.26832479892637,0.0
467,8.0,0.0,29.0,48.80990582116729,85.80990582116729,0.0
468,8.0,0.0,29.0,63.0,100.0,0.0
469,8.0,0.0,29.0,58.44551112887372,95.44551112887372,0.0
470,8.0,0.0,29.0,48.79409983360215,85.79409983360215,0.0
471,8.0,0.0,29.0,13.295743659253567,50.29574365925357,0.0
472,8.0,0.0,1.6481906224744645,0.0,9.648190622474464,0.0
473,8.0,0.0,0.0,0.0,8.0,0.0
474,8.0,0.0,0.0,0.0,8.0,0.0
475,8.0,0.0,0.0,0.0,8.0,0.0
476,8.0,0.0,0.0,0.0,8.0,0.0
477,8.0,0.0,0.0,0.0,8.0,0.0
478,8.0,0.0,0.0,0.0,8.0,0.0
479,8.0,0.0,0.0,0.0,8.0,0.0
480,8.0,0.0,0.0,0.0,8.0,0.0
481,8.0,0.0,0.0,0.0,8.0,0.0
482,8.0,0.0,0.0,0.0,8.0,0.0
483,8.0,0.0,0.0,0.0,8.0,0.0
484,8.0,0.0,0.0,0.0,8.0,0.0
485,8.0,0.0,0.0,0.0,8.0,0.0
486,8.0,0.0,0.0,0.0,8.0,0.0
487,8.0,0.0,6.541336642077365,0.0,14.541336642077365,0.0
488,8.0,0.0,18.23268779824526,0.0,26.23268779824526,0.0
489,8.0,0.0,40.49359832464799,0.0,48.49359832464799,0.0
490,8.0,0.0,69.28443069754823,0.0,77.28443069754823,0.0
491,8.0,0.0,78.92736299913132,0.0,86.92736299913132,0.0
492,8.0,0.0,83.1472442172007,0.0,91.1472442172007,0.0
493,8.0,0.0,82.15511995477759,0.0,90.15511995477759,0.0
494,8.0,0.0,78.1817349712489,0.0,86.1817349712489,0.0
495,8.0,0.0,60.86163164369805,0.0,68.86163164369805,0.0
496,8.0,0.0,73.33259386994307,0.0,81.33259386994307,0.0
497,8.0,0.0,62.07900313882166,0.0,70.07900313882166,0.0
498,8.0,0.0,54.21688952273067,0.0,62.21688952273067,0.0
499,8.0,0.0,53.8862343375717,0.0,61.8862343375717,0.0
500,8.0,0.0,51.08797399599551,0.0,59.08797399599551,0.0
501,8.0,0.0,46.72732430779879,0.0,54.72732430779879,0.0
502,8.0,0.0,38.19664295608873,0.0,46.19664295608873,0.0
503,8.0,0.0,29.0,0.0,37.0,0.0
504,8.0,0.0,29.0,0.0,37.0,0.0
505,8.0,0.0,29.0,0.0,37.0,0.0
506,8.0,0.0,29.0,0.0,37.0,0.0
507,8.0,0.0,29.0,0.0,37.0,0.0
508,8.0,0.0,29.0,0.0,37.0,0.0
509,8.0,0.0,29.0,0.0,37.0,0.0
510,8.0,0.0,24.46319432422444,0.0,32.46319432422444,0.0
511,8.0,0.0,15.325535826074198,0.0,23.325535826074198,0.0
512,8.0,0.0,11.549650962045678,0.0,19.54965096204568,0.0
513,8.0,0.0,14.344625841379859,0.0,22.34462584137986,0.0
514,8.0,0.0,21.55406209618882,0.0,29.55406209618882,0.0
515,8.0,0.0,19.46898029805241,0.0,27.46898029805241,0.0
516,8.0,0.0,22.981454585538195,0.0,30.981454585538195,0.0
517,8.0,0.0,23.115888907175524,0.0,31.115888907175524,0.0
518,8.0,0.0,20.196185934508186,0.0,28.196185934508186,0.0
519,8.0,0.0,28.436822194048332,0.0,36.43682219404833,0.0
520,8.0,0.0,3.5664246716899566,0.0,11.566424671689957,0.0
521,8.0,0.0,8.851006234702481,0.0,16.85100623470248,0.0
522,8.0,0.0,15.17803968889347,0.0,23.17803968889347,0.0
523,8.0,0.0,18.679159270294708,0.0,26.679159270294708,0.0
524,8.0,0.0,20.051994497468595,0.0,28.051994497468595,0.0
525,8.0,0.0,19.07952227015137,0.0,27.07952227015137,0.0
526,8.0,0.0,16.535270656276033,0.0,24.535270656276033,0.0
527,8.0,0.0,9.84656844079726,0.0,17.84656844079726,0.0
528,8.0,0.0,13.265151715158051,0.0,21.26515171515805,0.0
529,8.0,0.0,14.265929471598277,0.0,22.265929471598277,0.0
530,8.0,0.0,12.313490365271168,0.0,20.313490365271168,0.0
531,8.0,0.0,9.543782690038192,0.0,17.543782690038192,0.0
532,8.0,0.0,7.245185369774985,0.0,15.245185369774985,0.0
533,8.0,0.0,5.120387552433479,0.0,13.12038755243348,0.0
534,8.0,0.0,3.87138204649977,0.0,11.87138204649977,0.0
535,8.0,0.0,1.6288422426752156,0.0,9.628842242675216,0.0
536,8.0,0.0,0.0,0.0,8.0,0.0
537,8.0,0.0,0.0,0.0,8.0,0.0
538,8.0,0.0,14.990938194272747,0.0,22.990938194272747,0.0
539,8.0,0.0,51.71260457100219,0.0,59.71260457100219,0.0
540,8.0,0.0,79.67826790537816,0.0,87.67826790537816,0.0
541,8.0,0.0,86.31476159270028,0.0,94.31476159270028,0.0
542,8.0,0.0,75.89757140741851,0.0,83.89757140741851,0.0
543,8.0,0.0,60.402468857687936,0.0,68.40246885768794,0.0
544,8.0,0.0,0.0,0.0,8.0,0.0
545,8.0,0.0,0.0,0.0,8.0,0.0
546,8.0,0.0,0.0,0.0,8.0,0.0
547,8.0,0.0,0.0,0.0,8.0,0.0
548,8.0,0.0,0.0,0.0,8.0,0.0
549,8.0,0.0,0.0,0.0,8.0,0.0
550,8.0,0.0,0.0,0.0,8.0,0.0
551,8.0,0.0,0.0,0.0,8.0,0.0
552,8.0,0.0,0.0,0.0,8.0,0.0
553,8.0,0.0,0.0,0.0,8.0,0.0
554,8.0,0.0,0.0,0.0,8.0,0.0
555,8.0,0.0,0.0,0.0,8.0,0.0
556,8.0,0.0,0.0,0.0,8.0,0.0
557,8.0,0.0,0.0,0.0,8.0,0.0
558,8.0,0.0,0.0,0.0,8.0,0.0
559,8.0,0.0,0.0,0.0,8.0,0.0
560,8.0,0.0,0.0,0.0,8.0,0.0
561,8.0,0.0,0.0,0.0,8.0,0.0
562,8.0,0.0,5.206257664147232,0.0,13.206257664147232,0.0
563,8.0,0.0,49.78840929949094,0.0,57.78840929949094,0.0
564,8.0,0.0,87.4470528131988,0.0,95.4470528131988,0.0
565,8.0,0.0,92.0,0.0,100.0,0.0
566,8.0,0.0,92.0,0.0,100.0,0.0
567,8.0,0.0,68.51878505657689,0.0,76.51878505657689,0.0
568,8.0,0.0,0.0,0.0,8.0,0.0
569,8.0,0.0,0.0,0.0,8.0,0.0
570,8.0,0.0,0.0,0.0,8.0,0.0
571,8.0,0.0,0.0,0.0,8.0,0.0
572,8.0,0.0,0.0,0.0,8.0,0.0
573,8.0,0.0,0.0,0.0,8.0,0.0
574,8.0,0.0,0.0,0.0,8.0,0.0
575,8.0,0.0,0.0,0.0,8.0,0.0
576,8.0,0.0,0.0,0.0,8.0,0.0
577,8.0,0.0,0.0,0.0,8.0,0.0
578,8.0,0.0,0.0,0.0,8.0,0.0
579,8.0,0.0,0.0,0.0,8.0,0.0
580,8.0,0.0,0.0,0.0,8.0,0.0
581,8.0,0.0,0.0,0.0,8.0,0.0
582,8.0,0.0,0.0,0.0,8.0,0.0
583,8.0,0.0,0.0,0.0,8.0,0.0
584,8.0,0.0,0.0,0.0,8.0,0.0
585,8.0,0.0,0.0,0.0,8.0,0.0
586,8.0,0.0,15.03011673317765,0.0,23.03011673317765,0.0
587,8.0,0.0,57.243363655028915,0.0,65.24336365502892,0.0
588,8.0,0.0,79.80217886139685,0.0,87.80217886139685,0.0
589,8.0,0.0,92.0,0.0,100.0,0.0
590,8.0,0.0,92.0,0.0,100.0,0.0
591,8.0,0.0,69.89806547350489,0.0,77.89806547350489,0.0
592,8.0,0.0,8.541579110141932,0.0,16.54157911014193,0.0
593,8.0,0.0,8.604454766023334,0.0,16.604454766023334,0.0
594,8.0,0.0,15.138188699611348,0.0,23.138188699611348,0.0
595,8.0,0.0,21.708564546419847,0.0,29.708564546419847,0.0
596,8.0,0.0,21.78419823376462,0.0,29.78419823376462,0.0
597,8.0,0.0,21.118883577181872,0.0,29.118883577181872,0.0
598,8.0,0.0,22.7537274598862,0.0,30.7537274598862,0.0
599,8.0,0.0,25.889740039927347,0.0,33.88974003992735,0.0
600,8.0,0.0,23.998427907698897,0.0,31.998427907698897,0.0
601,8.0,0.0,24.83566854492031,0.0,32.83566854492031,0.0
602,8.0,0.0,21.782550041343598,0.0,29.782550041343598,0.0
603,8.0,0.0,20.578409355739154,0.0,28.578409355739154,0.0
604,8.0,0.0,20.49952329297045,0.0,28.49952329297045,0.0
605,8.0,0.0,22.19024470866163,0.0,30.19024470866163,0.0
606,8.0,0.0,24.285181975217036,0.0,32.285181975217036,0.0
607,8.0,0.0,26.56329187720563,0.0,34.56329187720563,0.0
608,8.0,0.0,26.045991638986855,0.0,34.045991638986855,0.0
609,8.0,0.0,23.994958904471495,0.0,31.994958904471495,0.0
610,8.0,0.0,37.40135268517524,0.0,45.40135268517524,0.0
611,8.0,0.0,71.19993230117126,0.0,79.19993230117126,0.0
612,8.0,0.0,92.0,0.0,100.0,0.0
613,8.0,0.0,92.0,0.0,100.0,0.0
614,8.0,0.0,92.0,0.0,100.0,0.0
615,8.0,0.0,92.0,0.0,100.0,0.0
616,8.0,0.0,89.42753615305763,0.0,97.42753615305763,0.0
617,8.0,0.0,49.52536459227732,0.0,57.52536459227732,0.0
618,8.0,0.0,58.87531379490436,0.0,66.87531379490436,0.0
619,8.0,0.0,66.13269972223084,0.0,74.13269972223084,0.0
620,8.0,0.0,72.17427072301598,0.0,80.17427072301598,0.0
621,8.0,0.0,75.67997794933484,0.0,83.67997794933484,0.0
622,8.0,0.0,77.04110165667147,0.0,85.04110165667147,0.0
623,8.0,0.0,77.30651677060486,0.0,85.30651677060486,0.0
624,8.0,0.0,77.67184163880768,0.0,85.67184163880768,0.0
625,8.0,0.0,77.53204522390422,0.0,85.53204522390422,0.0
626,8.0,0.0,77.01569955215462,0.0,85.01569955215462,0.0
627,8.0,0.0,76.0032993721225,0.0,84.0032993721225,0.0
628,8.0,0.0,75.28520240737618,0.0,83.28520240737618,0.0
629,8.0,0.0,75.33180628847347,0.0,83.33180628847347,0.0
630,8.0,0.0,74.22975596509706,0.0,82.22975596509706,0.0
631,8.0,0.0,31.443318285508255,42.495012977057584,81.93833126256584,0.0
632,8.0,0.0,29.0,42.694115869178646,79.69411586917865,0.0
633,8.0,0.0,29.0,39.419686113266735,76.41968611326674,0.0
634,8.0,0.0,29.0,41.14247647319036,78.14247647319036,0.0
635,8.0,0.0,29.0,38.86364814621646,75.86364814621646,0.0
636,8.0,0.0,29.0,29.72712555400419,66.72712555400419,0.0
637,8.0,0.0,29.0,19.390727795099473,56.39072779509947,0.0
638,8.0,0.0,29.0,18.569589350901275,55.569589350901275,0.0
639,8.0,0.0,29.0,12.568102215303448,49.56810221530345,0.0
640,8.0,0.0,29.0,14.19832335490485,51.19832335490485,0.0
641,8.0,0.0,29.0,11.50207865129245,48.50207865129245,0.0
642,8.0,0.0,29.0,9.87278950751623,46.87278950751623,0.0
643,8.0,0.0,29.0,7.18526149047166,44.18526149047166,0.0
644,8.0,0.0,29.0,1.8815134894126686,38.88151348941267,0.0
