Sample,Latitude,Longitude,Region,Country,Shore
0,41.5,9.0,FR,France,Onshore
1,42.0,9.0,FR,France,Onshore
2,42.5,2.0,FR,France,Onshore
3,42.5,2.5,FR,France,Onshore
4,42.5,3.0,FR,France,Onshore
5,42.5,9.0,FR,France,Onshore
6,42.5,9.5,FR,France,Onshore
7,43.0,-1.0,FR,France,Onshore
8,43.0,-0.5,FR,France,Onshore
9,43.0,0.0,FR,France,Onshore
10,43.0,0.5,FR,France,Onshore
11,43.0,1.0,FR,France,Onshore
12,43.0,1.5,FR,France,Onshore
13,43.0,2.0,FR,France,Onshore
14,43.0,2.5,FR,France,Onshore
15,43.0,3.0,FR,France,Onshore
16,43.5,-1.5,FR,France,Onshore
17,43.5,-1.0,FR,France,Onshore
18,43.5,-0.5,FR,France,Onshore
19,43.5,0.0,FR,France,Onshore
20,43.5,0.5,FR,France,Onshore
21,43.5,1.0,FR,France,Onshore
22,43.5,1.5,FR,France,Onshore
23,43.5,2.0,FR,France,Onshore
24,43.5,2.5,FR,France,Onshore
25,43.5,3.0,FR,France,Onshore
26,43.5,3.5,FR,France,Onshore
27,43.5,4.5,FR,France,Onshore
28,43.5,5.0,FR,France,Onshore
29,43.5,5.5,FR,France,Onshore
30,43.5,6.0,FR,France,Onshore
31,43.5,6.5,FR,France,Onshore
32,44.0,-1.0,FR,France,Onshore
33,44.0,-0.5,FR,France,Onshore
34,44.0,0.0,FR,France,Onshore
35,44.0,0.5,FR,France,Onshore
36,44.0,1.0,FR,France,Onshore
37,44.0,1.5,FR,France,Onshore
38,44.0,2.0,FR,France,Onshore
39,44.0,2.5,FR,France,Onshore
40,44.0,3.0,FR,France,Onshore
41,44.0,3.5,FR,France,Onshore
42,44.0,4.0,FR,France,Onshore
43,44.0,4.5,FR,France,Onshore
44,44.0,5.0,FR,France,Onshore
45,44.0,5.5,FR,France,Onshore
46,44.0,6.0,FR,France,Onshore
47,44.0,6.5,FR,France,Onshore
48,44.0,7.0,FR,France,Onshore
49,44.0,7.5,FR,France,Onshore
50,44.5,-1.0,FR,France,Onshore
51,44.5,-0.5,FR,France,Onshore
52,44.5,0.0,FR,France,Onshore
53,44.5,0.5,FR,France,Onshore
54,44.5,1.0,FR,France,Onshore
55,44.5,1.5,FR,France,Onshore
56,44.5,2.0,FR,France,Onshore
57,44.5,2.5,FR,France,Onshore
58,44.5,3.0,FR,France,Onshore
59,44.5,3.5,FR,France,Onshore
60,44.5,4.0,FR,France,Onshore
61,44.5,4.5,FR,France,Onshore
62,44.5,5.0,FR,France,Onshore
63,44.5,5.5,FR,France,Onshore
64,44.5,6.0,FR,France,Onshore
65,44.5,6.5,FR,France,Onshore
66,45.0,-1.0,FR,France,Onshore
67,45.0,-0.5,FR,France,Onshore
68,45.0,0.0,FR,France,Onshore
69,45.0,0.5,FR,France,Onshore
70,45.0,1.0,FR,France,Onshore
71,45.0,1.5,FR,France,Onshore
72,45.0,2.0,FR,France,Onshore
73,45.0,2.5,FR,France,Onshore
74,45.0,3.0,FR,France,Onshore
75,45.0,3.5,FR,France,Onshore
76,45.0,4.0,FR,France,Onshore
77,45.0,4.5,FR,France,Onshore
78,45.0,5.0,FR,France,Onshore
79,45.0,5.5,FR,France,Onshore
80,45.0,6.0,FR,France,Onshore
81,45.0,6.5,FR,France,Onshore
82,45.5,-0.5,FR,France,Onshore
83,45.5,0.0,FR,France,Onshore
84,45.5,0.5,FR,France,Onshore
85,45.5,1.0,FR,France,Onshore
86,45.5,1.5,FR,France,Onshore
87,45.5,2.0,FR,France,Onshore
88,45.5,2.5,FR,France,Onshore
89,45.5,3.0,FR,France,Onshore
90,45.5,3.5,FR,France,Onshore
91,45.5,4.0,FR,France,Onshore
92,45.5,4.5,FR,France,Onshore
93,45.5,5.0,FR,France,Onshore
94,45.5,5.5,FR,France,Onshore
95,45.5,6.0,FR,France,Onshore
96,45.5,6.5,FR,France,Onshore
97,45.5,7.0,FR,France,Onshore
98,46.0,-1.0,FR,France,Onshore
99,46.0,-0.5,FR,France,Onshore
100,46.0,0.0,FR,France,Onshore
101,46.0,0.5,FR,France,Onshore
102,46.0,1.0,FR,France,Onshore
103,46.0,1.5,FR,France,Onshore
104,46.0,2.0,FR,France,Onshore
105,46.0,2.5,FR,France,Onshore
106,46.0,3.0,FR,France,Onshore
107,46.0,3.5,FR,France,Onshore
108,46.0,4.0,FR,France,Onshore
109,46.0,4.5,FR,France,Onshore
110,46.0,5.0,FR,France,Onshore
111,46.0,5.5,FR,France,Onshore
112,46.0,6.0,FR,France,Onshore
113,46.0,6.5,FR,France,Onshore
114,46.0,7.0,FR,France,Onshore
115,46.5,-1.5,FR,France,Onshore
116,46.5,-1.0,FR,France,Onshore
117,46.5,-0.5,FR,France,Onshore
118,46.5,0.0,FR,France,Onshore
119,46.5,0.5,FR,France,Onshore
120,46.5,1.0,FR,France,Onshore
121,46.5,1.5,FR,France,Onshore
122,46.5,2.0,FR,France,Onshore
123,46.5,2.5,FR,France,Onshore
124,46.5,3.0,FR,France,Onshore
125,46.5,3.5,FR,France,Onshore
126,46.5,4.0,FR,France,Onshore
127,46.5,4.5,FR,France,Onshore
128,46.5,5.0,FR,France,Onshore
129,46.5,5.5,FR,France,Onshore
130,46.5,6.0,FR,France,Onshore
131,47.0,-2.0,FR,France,Onshore
132,47.0,-1.5,FR,France,Onshore
133,47.0,-1.0,FR,France,Onshore
134,47.0,-0.5,FR,France,Onshore
135,47.0,0.0,FR,France,Onshore
136,47.0,0.5,FR,France,Onshore
137,47.0,1.0,FR,France,Onshore
138,47.0,1.5,FR,France,Onshore
139,47.0,2.0,FR,France,Onshore
140,47.0,2.5,FR,France,Onshore
141,47.0,3.0,FR,France,Onshore
142,47.0,3.5,FR,France,Onshore
143,47.0,4.0,FR,France,Onshore
144,47.0,4.5,FR,France,Onshore
145,47.0,5.0,FR,France,Onshore
146,47.0,5.5,FR,France,Onshore
147,47.0,6.0,FR,France,Onshore
148,47.0,6.5,FR,France,Onshore
149,47.5,-2.0,FR,France,Onshore
150,47.5,-1.5,FR,France,Onshore
151,47.5,-1.0,FR,France,Onshore
152,47.5,-0.5,FR,France,Onshore
153,47.5,0.0,FR,France,Onshore
154,47.5,0.5,FR,France,Onshore
155,47.5,1.0,FR,France,Onshore
156,47.5,1.5,FR,France,Onshore
157,47.5,2.0,FR,France,Onshore
158,47.5,2.5,FR,France,Onshore
159,47.5,3.0,FR,France,Onshore
160,47.5,3.5,FR,France,Onshore
161,47.5,4.0,FR,France,Onshore
162,47.5,4.5,FR,France,Onshore
163,47.5,5.0,FR,France,Onshore
164,47.5,5.5,FR,France,Onshore
165,47.5,6.0,FR,France,Onshore
166,47.5,6.5,FR,France,Onshore
167,47.5,7.0,FR,France,Onshore
168,47.5,7.5,FR,France,Onshore
169,48.0,-4.0,FR,France,Onshore
170,48.0,-3.5,FR,France,Onshore
171,48.0,-3.0,FR,France,Onshore
172,48.0,-2.5,FR,France,Onshore
173,48.0,-2.0,FR,France,Onshore
174,48.0,-1.5,FR,France,Onshore
175,48.0,-1.0,FR,France,Onshore
176,48.0,-0.5,FR,France,Onshore
177,48.0,0.0,FR,France,Onshore
178,48.0,0.5,FR,France,Onshore
179,48.0,1.0,FR,France,Onshore
180,48.0,1.5,FR,France,Onshore
181,48.0,2.0,FR,France,Onshore
182,48.0,2.5,FR,France,Onshore
183,48.0,3.0,FR,France,Onshore
184,48.0,3.5,FR,France,Onshore
185,48.0,4.0,FR,France,Onshore
186,48.0,4.5,FR,France,Onshore
187,48.0,5.0,FR,France,Onshore
188,48.0,5.5,FR,France,Onshore
189,48.0,6.0,FR,France,Onshore
190,48.0,6.5,FR,France,Onshore
191,48.0,7.0,FR,France,Onshore
192,48.0,7.5,FR,France,Onshore
193,48.5,-4.5,FR,France,Onshore
194,48.5,-4.0,FR,France,Onshore
195,48.5,-3.5,FR,France,Onshore
196,48.5,-3.0,FR,France,Onshore
197,48.5,-2.5,FR,France,Onshore
198,48.5,-2.0,FR,France,Onshore
199,48.5,-1.5,FR,France,Onshore
200,48.5,-1.0,FR,France,Onshore
201,48.5,-0.5,FR,France,Onshore
202,48.5,0.0,FR,France,Onshore
203,48.5,0.5,FR,France,Onshore
204,48.5,1.0,FR,France,Onshore
205,48.5,1.5,FR,France,Onshore
206,48.5,2.0,FR,France,Onshore
207,48.5,2.5,FR,France,Onshore
208,48.5,3.0,FR,France,Onshore
209,48.5,3.5,FR,France,Onshore
210,48.5,4.0,FR,France,Onshore
211,48.5,4.5,FR,France,Onshore
212,48.5,5.0,FR,France,Onshore
213,48.5,5.5,FR,France,Onshore
214,48.5,6.0,FR,France,Onshore
215,48.5,6.5,FR,France,Onshore
216,48.5,7.0,FR,France,Onshore
217,48.5,7.5,FR,France,Onshore
218,49.0,-1.5,FR,France,Onshore
219,49.0,-1.0,FR,France,Onshore
220,49.0,-0.5,FR,France,Onshore
221,49.0,0.0,FR,France,Onshore
222,49.0,0.5,FR,France,Onshore
223,49.0,1.0,FR,France,Onshore
224,49.0,1.5,FR,France,Onshore
225,49.0,2.0,FR,France,Onshore
226,49.0,2.5,FR,France,Onshore
227,49.0,3.0,FR,France,Onshore
228,49.0,3.5,FR,France,Onshore
229,49.0,4.0,FR,France,Onshore
230,49.0,4.5,FR,France,Onshore
231,49.0,5.0,FR,France,Onshore
232,49.0,5.5,FR,France,Onshore
233,49.0,6.0,FR,France,Onshore
234,49.0,6.5,FR,France,Onshore
235,49.0,7.0,FR,France,Onshore
236,49.0,7.5,FR,France,Onshore
237,49.0,8.0,FR,France,Onshore
238,49.5,-1.5,FR,France,Onshore
239,49.5,0.5,FR,France,Onshore
240,49.5,1.0,FR,France,Onshore
241,49.5,1.5,FR,France,Onshore
242,49.5,2.0,FR,France,Onshore
243,49.5,2.5,FR,France,Onshore
244,49.5,3.0,FR,France,Onshore
245,49.5,3.5,FR,France,Onshore
246,49.5,4.0,FR,France,Onshore
247,49.5,4.5,FR,France,Onshore
248,49.5,5.0,FR,France,Onshore
249,49.5,5.5,FR,France,Onshore
250,50.0,1.5,FR,France,Onshore
251,50.0,2.0,FR,France,Onshore
252,50.0,2.5,FR,France,Onshore
253,50.0,3.0,FR,France,Onshore
254,50.0,3.5,FR,France,Onshore
255,50.0,4.0,FR,France,Onshore
256,50.5,2.0,FR,France,Onshore
257,50.5,2.5,FR,France,Onshore
258,50.5,3.0,FR,France,Onshore
259,51.0,2.5,FR,France,Onshore
381,47.5,10.0,DE4-S,Germany,Onshore
382,47.5,11.0,DE4-S,Germany,Onshore
383,47.5,13.0,DE4-S,Germany,Onshore
384,48.0,8.0,DE4-S,Germany,Onshore
385,48.0,8.5,DE4-S,Germany,Onshore
386,48.0,9.0,DE4-S,Germany,Onshore
387,48.0,9.5,DE4-S,Germany,Onshore
388,48.0,10.0,DE4-S,Germany,Onshore
389,48.0,10.5,DE4-S,Germany,Onshore
390,48.0,11.0,DE4-S,Germany,Onshore
391,48.0,11.5,DE4-S,Germany,Onshore
392,48.0,12.0,DE4-S,Germany,Onshore
393,48.0,12.5,DE4-S,Germany,Onshore
394,48.5,8.0,DE4-S,Germany,Onshore
395,48.5,8.5,DE4-S,Germany,Onshore
396,48.5,9.0,DE4-S,Germany,Onshore
397,48.5,9.5,DE4-S,Germany,Onshore
398,48.5,10.0,DE4-S,Germany,Onshore
399,48.5,10.5,DE4-S,Germany,Onshore
400,48.5,11.0,DE4-S,Germany,Onshore
401,48.5,11.5,DE4-S,Germany,Onshore
402,48.5,12.0,DE4-S,Germany,Onshore
403,48.5,12.5,DE4-S,Germany,Onshore
404,48.5,13.0,DE4-S,Germany,Onshore
405,49.0,8.5,DE4-S,Germany,Onshore
406,49.0,9.0,DE4-S,Germany,Onshore
407,49.0,9.5,DE4-S,Germany,Onshore
408,49.0,10.0,DE4-S,Germany,Onshore
409,49.0,10.5,DE4-S,Germany,Onshore
410,49.0,11.0,DE4-S,Germany,Onshore
411,49.0,11.5,DE4-S,Germany,Onshore
412,49.0,12.0,DE4-S,Germany,Onshore
413,49.0,12.5,DE4-S,Germany,Onshore
414,49.0,13.0,DE4-S,Germany,Onshore
415,49.5,6.5,DE4-S,Germany,Onshore
416,49.5,7.0,DE4-S,Germany,Onshore
417,49.5,7.5,DE4-S,Germany,Onshore
418,49.5,8.0,DE4-S,Germany,Onshore
419,49.5,8.5,DE4-S,Germany,Onshore
420,49.5,9.0,DE4-S,Germany,Onshore
421,49.5,9.5,DE4-S,Germany,Onshore
422,49.5,10.0,DE4-S,Germany,Onshore
423,49.5,10.5,DE4-S,Germany,Onshore
424,49.5,11.0,DE4-S,Germany,Onshore
425,49.5,11.5,DE4-S,Germany,Onshore
426,49.5,12.0,DE4-S,Germany,Onshore
427,49.5,12.5,DE4-S,Germany,Onshore
428,50.0,6.5,DE4-S,Germany,Onshore
429,50.0,7.0,DE4-S,Germany,Onshore
430,50.0,7.5,DE4-S,Germany,Onshore
431,50.0,8.0,DE4-S,Germany,Onshore
432,50.0,8.5,DE4-S,Germany,Onshore
433,50.0,9.0,DE4-S,Germany,Onshore
434,50.0,9.5,DE4-S,Germany,Onshore
435,50.0,10.0,DE4-S,Germany,Onshore
436,50.0,10.5,DE4-S,Germany,Onshore
437,50.0,11.0,DE4-S,Germany,Onshore
438,50.0,11.5,DE4-S,Germany,Onshore
439,50.0,12.0,DE4-S,Germany,Onshore
440,49.5,19.0,PL,Poland,Onshore
441,49.5,20.0,PL,Poland,Onshore
442,49.5,20.5,PL,Poland,Onshore
443,49.5,21.0,PL,Poland,Onshore
444,49.5,21.5,PL,Poland,Onshore
445,49.5,22.0,PL,Poland,Onshore
446,49.5,22.5,PL,Poland,Onshore
447,50.0,18.5,PL,Poland,Onshore
448,50.0,19.0,PL,Poland,Onshore
449,50.0,19.5,PL,Poland,Onshore
450,50.0,20.0,PL,Poland,Onshore
451,50.0,20.5,PL,Poland,Onshore
452,50.0,21.0,PL,Poland,Onshore
453,50.0,21.5,PL,Poland,Onshore
454,50.0,22.0,PL,Poland,Onshore
455,50.0,22.5,PL,Poland,Onshore
456,50.0,23.0,PL,Poland,Onshore
457,50.5,16.5,PL,Poland,Onshore
458,50.5,17.0,PL,Poland,Onshore
459,50.5,17.5,PL,Poland,Onshore
460,50.5,18.0,PL,Poland,Onshore
461,50.5,18.5,PL,Poland,Onshore
462,50.5,19.0,PL,Poland,Onshore
463,50.5,19.5,PL,Poland,Onshore
464,50.5,20.0,PL,Poland,Onshore
465,50.5,20.5,PL,Poland,Onshore
466,50.5,21.0,PL,Poland,Onshore
467,50.5,21.5,PL,Poland,Onshore
468,50.5,22.0,PL,Poland,Onshore
469,50.5,22.5,PL,Poland,Onshore
470,50.5,23.0,PL,Poland,Onshore
471,50.5,23.5,PL,Poland,Onshore
472,50.5,24.0,PL,Poland,Onshore
473,51.0,15.5,PL,Poland,Onshore
474,51.0,16.0,PL,Poland,Onshore
475,51.0,16.5,PL,Poland,Onshore
476,51.0,17.0,PL,Poland,Onshore
477,51.0,17.5,PL,Poland,Onshore
478,51.0,18.0,PL,Poland,Onshore
479,51.0,18.5,PL,Poland,Onshore
480,51.0,19.0,PL,Poland,Onshore
481,51.0,19.5,PL,Poland,Onshore
482,51.0,20.0,PL,Poland,Onshore
483,51.0,20.5,PL,Poland,Onshore
484,51.0,21.0,PL,Poland,Onshore
485,51.0,21.5,PL,Poland,Onshore
486,51.0,22.0,PL,Poland,Onshore
487,51.0,22.5,PL,Poland,Onshore
488,51.0,23.0,PL,Poland,Onshore
489,51.0,23.5,PL,Poland,Onshore
490,51.5,15.0,PL,Poland,Onshore
491,51.5,15.5,PL,Poland,Onshore
492,51.5,16.0,PL,Poland,Onshore
493,51.5,16.5,PL,Poland,Onshore
494,51.5,17.0,PL,Poland,Onshore
495,51.5,17.5,PL,Poland,Onshore
496,51.5,18.0,PL,Poland,Onshore
497,51.5,18.5,PL,Poland,Onshore
498,51.5,19.0,PL,Poland,Onshore
499,51.5,19.5,PL,Poland,Onshore
500,51.5,20.0,PL,Poland,Onshore
501,51.5,20.5,PL,Poland,Onshore
502,51.5,21.0,PL,Poland,Onshore
503,51.5,21.5,PL,Poland,Onshore
504,51.5,22.0,PL,Poland,Onshore
505,51.5,22.5,PL,Poland,Onshore
506,51.5,23.0,PL,Poland,Onshore
507,51.5,23.5,PL,Poland,Onshore
508,52.0,15.0,PL,Poland,Onshore
509,52.0,15.5,PL,Poland,Onshore
510,52.0,16.0,PL,Poland,Onshore
511,52.0,16.5,PL,Poland,Onshore
512,52.0,17.0,PL,Poland,Onshore
513,52.0,17.5,PL,Poland,Onshore
514,52.0,18.0,PL,Poland,Onshore
515,52.0,18.5,PL,Poland,Onshore
516,52.0,19.0,PL,Poland,Onshore
517,52.0,19.5,PL,Poland,Onshore
518,52.0,20.0,PL,Poland,Onshore
519,52.0,20.5,PL,Poland,Onshore
520,52.0,21.0,PL,Poland,Onshore
521,52.0,21.5,PL,Poland,Onshore
522,52.0,22.0,PL,Poland,Onshore
523,52.0,22.5,PL,Poland,Onshore
524,52.0,23.0,PL,Poland,Onshore
525,52.0,23.5,PL,Poland,Onshore
526,52.5,15.0,PL,Poland,Onshore
527,52.5,15.5,PL,Poland,Onshore
528,52.5,16.0,PL,Poland,Onshore
529,52.5,16.5,PL,Poland,Onshore
530,52.5,17.0,PL,Poland,Onshore
531,52.5,17.5,PL,Poland,Onshore
532,52.5,18.0,PL,Poland,Onshore
533,52.5,18.5,PL,Poland,Onshore
534,52.5,19.0,PL,Poland,Onshore
535,52.5,19.5,PL,Poland,Onshore
536,52.5,20.0,PL,Poland,Onshore
537,52.5,20.5,PL,Poland,Onshore
538,52.5,21.0,PL,Poland,Onshore
539,52.5,21.5,PL,Poland,Onshore
540,52.5,22.0,PL,Poland,Onshore
541,52.5,22.5,PL,Poland,Onshore
542,52.5,23.0,PL,Poland,Onshore
543,53.0,14.5,PL,Poland,Onshore
544,53.0,15.0,PL,Poland,Onshore
545,53.0,15.5,PL,Poland,Onshore
546,53.0,16.0,PL,Poland,Onshore
547,53.0,16.5,PL,Poland,Onshore
548,53.0,17.0,PL,Poland,Onshore
549,53.0,17.5,PL,Poland,Onshore
550,53.0,18.0,PL,Poland,Onshore
551,53.0,18.5,PL,Poland,Onshore
552,53.0,19.0,PL,Poland,Onshore
553,53.0,19.5,PL,Poland,Onshore
554,53.0,20.0,PL,Poland,Onshore
555,53.0,20.5,PL,Poland,Onshore
556,53.0,21.0,PL,Poland,Onshore
557,53.0,21.5,PL,Poland,Onshore
558,53.0,22.0,PL,Poland,Onshore
559,53.0,22.5,PL,Poland,Onshore
560,53.0,23.0,PL,Poland,Onshore
561,53.0,23.5,PL,Poland,Onshore
562,53.5,14.5,PL,Poland,Onshore
563,53.5,15.0,PL,Poland,Onshore
564,53.5,15.5,PL,Poland,Onshore
565,53.5,16.0,PL,Poland,Onshore
566,53.5,16.5,PL,Poland,Onshore
567,53.5,17.0,PL,Poland,Onshore
568,53.5,17.5,PL,Poland,Onshore
569,53.5,18.0,PL,Poland,Onshore
570,53.5,18.5,PL,Poland,Onshore
571,53.5,19.0,PL,Poland,Onshore
572,53.5,19.5,PL,Poland,Onshore
573,53.5,20.0,PL,Poland,Onshore
574,53.5,20.5,PL,Poland,Onshore
575,53.5,21.0,PL,Poland,Onshore
576,53.5,21.5,PL,Poland,Onshore
577,53.5,22.0,PL,Poland,Onshore
578,53.5,22.5,PL,Poland,Onshore
579,53.5,23.0,PL,Poland,Onshore
580,53.5,23.5,PL,Poland,Onshore
581,54.0,15.0,PL,Poland,Onshore
582,54.0,15.5,PL,Poland,Onshore
583,54.0,16.0,PL,Poland,Onshore
584,54.0,16.5,PL,Poland,Onshore
585,54.0,17.0,PL,Poland,Onshore
586,54.0,17.5,PL,Poland,Onshore
587,54.0,18.0,PL,Poland,Onshore
588,54.0,18.5,PL,Poland,Onshore
589,54.0,19.0,PL,Poland,Onshore
590,54.0,19.5,PL,Poland,Onshore
591,54.0,20.0,PL,Poland,Onshore
592,54.0,20.5,PL,Poland,Onshore
593,54.0,21.0,PL,Poland,Onshore
594,54.0,21.5,PL,Poland,Onshore
595,54.0,22.0,PL,Poland,Onshore
596,54.0,22.5,PL,Poland,Onshore
597,54.0,23.0,PL,Poland,Onshore
598,54.5,16.5,PL,Poland,Onshore
599,54.5,17.0,PL,Poland,Onshore
600,54.5,17.5,PL,Poland,Onshore
601,54.5,18.0,PL,Poland,Onshore
602,54.5,18.5,PL,Poland,Onshore
603,50.0,4.5,BE,Belgium,Onshore
604,50.0,5.0,BE,Belgium,Onshore
605,50.0,5.5,BE,Belgium,Onshore
606,50.5,3.5,BE,Belgium,Onshore
607,50.5,4.0,BE,Belgium,Onshore
608,50.5,4.5,BE,Belgium,Onshore
609,50.5,5.0,BE,Belgium,Onshore
610,50.5,5.5,BE,Belgium,Onshore
611,50.5,6.0,BE,Belgium,Onshore
612,51.0,3.0,BE,Belgium,Onshore
613,51.0,3.5,BE,Belgium,Onshore
614,51.0,4.0,BE,Belgium,Onshore
615,51.0,4.5,BE,Belgium,Onshore
616,51.0,5.0,BE,Belgium,Onshore
617,51.0,5.5,BE,Belgium,Onshore
618,50.5,-5.0,UK,United Kingdom,Onshore
619,50.5,-4.5,UK,United Kingdom,Onshore
620,50.5,-4.0,UK,United Kingdom,Onshore
621,51.0,-4.5,UK,United Kingdom,Onshore
622,51.0,-4.0,UK,United Kingdom,Onshore
623,51.0,-3.5,UK,United Kingdom,Onshore
624,51.0,-3.0,UK,United Kingdom,Onshore
625,51.0,-2.5,UK,United Kingdom,Onshore
626,51.0,-2.0,UK,United Kingdom,Onshore
627,51.0,-1.5,UK,United Kingdom,Onshore
628,51.0,-1.0,UK,United Kingdom,Onshore
629,51.0,-0.5,UK,United Kingdom,Onshore
630,51.0,0.0,UK,United Kingdom,Onshore
631,51.0,0.5,UK,United Kingdom,Onshore
632,51.5,-3.5,UK,United Kingdom,Onshore
633,51.5,-2.5,UK,United Kingdom,Onshore
634,51.5,-2.0,UK,United Kingdom,Onshore
635,51.5,-1.5,UK,United Kingdom,Onshore
636,51.5,-1.0,UK,United Kingdom,Onshore
637,51.5,-0.5,UK,United Kingdom,Onshore
638,51.5,0.0,UK,United Kingdom,Onshore
639,52.0,-5.0,UK,United Kingdom,Onshore
640,52.0,-4.5,UK,United Kingdom,Onshore
641,52.0,-4.0,UK,United Kingdom,Onshore
642,52.0,-3.5,UK,United Kingdom,Onshore
643,52.0,-3.0,UK,United Kingdom,Onshore
644,52.0,-2.5,UK,United Kingdom,Onshore
645,52.0,-2.0,UK,United Kingdom,Onshore
646,52.0,-1.5,UK,United Kingdom,Onshore
647,52.0,-1.0,UK,United Kingdom,Onshore
648,52.0,-0.5,UK,United Kingdom,Onshore
649,52.0,0.0,UK,United Kingdom,Onshore
650,52.0,0.5,UK,United Kingdom,Onshore
651,52.0,1.0,UK,United Kingdom,Onshore
652,52.5,-4.0,UK,United Kingdom,Onshore
653,52.5,-3.5,UK,United Kingdom,Onshore
654,52.5,-3.0,UK,United Kingdom,Onshore
655,52.5,-2.5,UK,United Kingdom,Onshore
656,52.5,-2.0,UK,United Kingdom,Onshore
657,52.5,-1.5,UK,United Kingdom,Onshore
658,52.5,-1.0,UK,United Kingdom,Onshore
659,52.5,-0.5,UK,United Kingdom,Onshore
660,52.5,0.0,UK,United Kingdom,Onshore
661,52.5,0.5,UK,United Kingdom,Onshore
662,52.5,1.0,UK,United Kingdom,Onshore
663,52.5,1.5,UK,United Kingdom,Onshore
664,53.0,-4.0,UK,United Kingdom,Onshore
665,53.0,-3.5,UK,United Kingdom,Onshore
666,53.0,-3.0,UK,United Kingdom,Onshore
667,53.0,-2.5,UK,United Kingdom,Onshore
668,53.0,-2.0,UK,United Kingdom,Onshore
669,53.0,-1.5,UK,United Kingdom,Onshore
670,53.0,-1.0,UK,United Kingdom,Onshore
671,53.0,-0.5,UK,United Kingdom,Onshore
672,53.0,0.0,UK,United Kingdom,Onshore
673,53.5,-3.0,UK,United Kingdom,Onshore
674,53.5,-2.5,UK,United Kingdom,Onshore
675,53.5,-2.0,UK,United Kingdom,Onshore
676,53.5,-1.5,UK,United Kingdom,Onshore
677,53.5,-1.0,UK,United Kingdom,Onshore
678,53.5,-0.5,UK,United Kingdom,Onshore
679,53.5,0.0,UK,United Kingdom,Onshore
680,54.0,-2.5,UK,United Kingdom,Onshore
681,54.0,-2.0,UK,United Kingdom,Onshore
682,54.0,-1.5,UK,United Kingdom,Onshore
683,54.0,-1.0,UK,United Kingdom,Onshore
684,54.0,-0.5,UK,United Kingdom,Onshore
685,54.5,-8.0,UK,United Kingdom,Onshore
686,54.5,-7.5,UK,United Kingdom,Onshore
687,54.5,-7.0,UK,United Kingdom,Onshore
688,54.5,-6.5,UK,United Kingdom,Onshore
689,54.5,-6.0,UK,United Kingdom,Onshore
690,54.5,-5.5,UK,United Kingdom,Onshore
691,54.5,-3.5,UK,United Kingdom,Onshore
692,54.5,-3.0,UK,United Kingdom,Onshore
693,54.5,-2.5,UK,United Kingdom,Onshore
694,54.5,-2.0,UK,United Kingdom,Onshore
695,54.5,-1.5,UK,United Kingdom,Onshore
696,54.5,-1.0,UK,United Kingdom,Onshore
697,55.0,-7.0,UK,United Kingdom,Onshore
698,55.0,-6.5,UK,United Kingdom,Onshore
699,55.0,-6.0,UK,United Kingdom,Onshore
700,55.0,-5.0,UK,United Kingdom,Onshore
701,55.0,-4.5,UK,United Kingdom,Onshore
702,55.0,-4.0,UK,United Kingdom,Onshore
703,55.0,-3.5,UK,United Kingdom,Onshore
704,55.0,-3.0,UK,United Kingdom,Onshore
705,55.0,-2.5,UK,United Kingdom,Onshore
706,55.0,-2.0,UK,United Kingdom,Onshore
707,55.0,-1.5,UK,United Kingdom,Onshore
708,55.5,-4.5,UK,United Kingdom,Onshore
709,55.5,-4.0,UK,United Kingdom,Onshore
710,55.5,-3.5,UK,United Kingdom,Onshore
711,55.5,-3.0,UK,United Kingdom,Onshore
712,55.5,-2.5,UK,United Kingdom,Onshore
713,55.5,-2.0,UK,United Kingdom,Onshore
714,56.0,-5.5,UK,United Kingdom,Onshore
715,56.0,-5.0,UK,United Kingdom,Onshore
716,56.0,-4.5,UK,United Kingdom,Onshore
717,56.0,-4.0,UK,United Kingdom,Onshore
718,56.5,-6.0,UK,United Kingdom,Onshore
719,56.5,-5.0,UK,United Kingdom,Onshore
720,56.5,-4.5,UK,United Kingdom,Onshore
721,56.5,-4.0,UK,United Kingdom,Onshore
722,56.5,-3.5,UK,United Kingdom,Onshore
723,56.5,-3.0,UK,United Kingdom,Onshore
724,57.0,-7.5,UK,United Kingdom,Onshore
725,57.0,-5.5,UK,United Kingdom,Onshore
726,57.0,-5.0,UK,United Kingdom,Onshore
727,57.0,-4.5,UK,United Kingdom,Onshore
728,57.0,-4.0,UK,United Kingdom,Onshore
729,57.0,-3.5,UK,United Kingdom,Onshore
730,57.0,-3.0,UK,United Kingdom,Onshore
731,57.0,-2.5,UK,United Kingdom,Onshore
732,57.5,-6.5,UK,United Kingdom,Onshore
733,57.5,-5.5,UK,United Kingdom,Onshore
734,57.5,-5.0,UK,United Kingdom,Onshore
735,57.5,-4.5,UK,United Kingdom,Onshore
736,57.5,-4.0,UK,United Kingdom,Onshore
737,57.5,-3.5,UK,United Kingdom,Onshore
738,57.5,-3.0,UK,United Kingdom,Onshore
739,57.5,-2.5,UK,United Kingdom,Onshore
740,57.5,-2.0,UK,United Kingdom,Onshore
741,58.0,-7.0,UK,United Kingdom,Onshore
742,58.0,-6.5,UK,United Kingdom,Onshore
743,58.0,-5.0,UK,United Kingdom,Onshore
744,58.0,-4.5,UK,United Kingdom,Onshore
745,58.0,-4.0,UK,United Kingdom,Onshore
